"AndamanandNicobarIslands","Andaman","2008","February","67.7"
"AndamanandNicobarIslands","Andaman","2008","March","97.3"
"AndamanandNicobarIslands","Andaman","2008","April","194.7"
"AndamanandNicobarIslands","Andaman","2008","May","650.4"
"AndamanandNicobarIslands","Andaman","2008","June","503.9"
"AndamanandNicobarIslands","Andaman","2008","July","595.6"
"AndamanandNicobarIslands","Andaman","2008","August","498.9"
"AndamanandNicobarIslands","Andaman","2008","September","399.8"
"AndamanandNicobarIslands","Andaman","2008","October","243.1"
"AndamanandNicobarIslands","Andaman","2008","November","303.1"
"AndamanandNicobarIslands","Andaman","2008","December","47.4"
"AndamanandNicobarIslands","Andaman","2009","January","0"
"AndamanandNicobarIslands","Andaman","2009","February","0"
"AndamanandNicobarIslands","Andaman","2009","March","23.8"
"AndamanandNicobarIslands","Andaman","2009","April","131.9"
"AndamanandNicobarIslands","Andaman","2009","May","274.4"
"AndamanandNicobarIslands","Andaman","2009","June","758.2"
"AndamanandNicobarIslands","Andaman","2009","July","345.5"
"AndamanandNicobarIslands","Andaman","2009","August","447.6"
"AndamanandNicobarIslands","Andaman","2009","September","421.1"
"AndamanandNicobarIslands","Andaman","2009","October","319.6"
"AndamanandNicobarIslands","Andaman","2009","November","51.2"
"AndamanandNicobarIslands","Andaman","2009","December","64.5"
"AndamanandNicobarIslands","Andaman","2010","January","103.5"
"AndamanandNicobarIslands","Andaman","2010","February","0"
"AndamanandNicobarIslands","Andaman","2010","March","0"
"AndamanandNicobarIslands","Andaman","2010","April","5"
"AndamanandNicobarIslands","Andaman","2010","May","408.1"
"AndamanandNicobarIslands","Andaman","2010","June","394.5"
"AndamanandNicobarIslands","Andaman","2010","July","597.1"
"AndamanandNicobarIslands","Andaman","2010","August","788.5"
"AndamanandNicobarIslands","Andaman","2010","September","292.5"
"AndamanandNicobarIslands","Andaman","2010","October","544.8"
"AndamanandNicobarIslands","Andaman","2010","November","94.7"
"AndamanandNicobarIslands","Andaman","2010","December","137.2"
"AndamanandNicobarIslands","Nicobar","2004","January","25.5"
"AndamanandNicobarIslands","Nicobar","2004","February","113.4"
"AndamanandNicobarIslands","Nicobar","2004","March","93.5"
"AndamanandNicobarIslands","Nicobar","2004","April","83.40000000000001"
"AndamanandNicobarIslands","Nicobar","2004","May","390.9"
"AndamanandNicobarIslands","Nicobar","2004","June","324.9"
"AndamanandNicobarIslands","Nicobar","2004","July","293.7"
"AndamanandNicobarIslands","Nicobar","2004","August","206.2"
"AndamanandNicobarIslands","Nicobar","2004","September","323.6"
"AndamanandNicobarIslands","Nicobar","2004","October","207.8"
"AndamanandNicobarIslands","Nicobar","2004","November","164.7"
"AndamanandNicobarIslands","Nicobar","2004","December","102.5"
"AndamanandNicobarIslands","Nicobar","2005","January","75.5"
"AndamanandNicobarIslands","Nicobar","2005","February","0"
"AndamanandNicobarIslands","Nicobar","2005","March","83.59999999999999"
"AndamanandNicobarIslands","Nicobar","2005","April","66.8"
"AndamanandNicobarIslands","Nicobar","2005","May","262.8"
"AndamanandNicobarIslands","Nicobar","2005","June","430.1"
"AndamanandNicobarIslands","Nicobar","2005","July","166.9"
"AndamanandNicobarIslands","Nicobar","2005","August","174.2"
"AndamanandNicobarIslands","Nicobar","2005","September","183.9"
"AndamanandNicobarIslands","Nicobar","2005","October","226"
"AndamanandNicobarIslands","Nicobar","2005","November","323.4"
"AndamanandNicobarIslands","Nicobar","2005","December","528.3"
"AndamanandNicobarIslands","Nicobar","2006","January","49.4"
"AndamanandNicobarIslands","Nicobar","2006","February","61.6"
"AndamanandNicobarIslands","Nicobar","2006","March","169.2"
"AndamanandNicobarIslands","Nicobar","2006","April","305.5"
"AndamanandNicobarIslands","Nicobar","2006","May","364.7"
"AndamanandNicobarIslands","Nicobar","2006","June","344.3"
"AndamanandNicobarIslands","Nicobar","2006","July","141.4"
"AndamanandNicobarIslands","Nicobar","2006","August","137.1"
"AndamanandNicobarIslands","Nicobar","2006","September","378.5"
"AndamanandNicobarIslands","Nicobar","2006","October","409.8"
"AndamanandNicobarIslands","Nicobar","2006","November","144"
"AndamanandNicobarIslands","Nicobar","2006","December","103.4"
"AndamanandNicobarIslands","Nicobar","2007","January","21.5"
"AndamanandNicobarIslands","Nicobar","2007","February","7"
"AndamanandNicobarIslands","Nicobar","2007","March","60.4"
"AndamanandNicobarIslands","Nicobar","2007","April","51.1"
"AndamanandNicobarIslands","Nicobar","2007","May","433.8"
"AndamanandNicobarIslands","Nicobar","2007","June","343.7"
"AndamanandNicobarIslands","Nicobar","2007","July","180.8"
"AndamanandNicobarIslands","Nicobar","2007","August","347.6"
"AndamanandNicobarIslands","Nicobar","2007","September","277.2"
"AndamanandNicobarIslands","Nicobar","2007","October","232.8"
"AndamanandNicobarIslands","Nicobar","2007","November","315.1"
"AndamanandNicobarIslands","Nicobar","2007","December","123.7"
"AndamanandNicobarIslands","Nicobar","2008","January","33.2"
"AndamanandNicobarIslands","Nicobar","2008","February","14"
"AndamanandNicobarIslands","Nicobar","2008","March","182.3"
"AndamanandNicobarIslands","Nicobar","2008","April","235.9"
"AndamanandNicobarIslands","Nicobar","2008","May","187"
"AndamanandNicobarIslands","Nicobar","2008","June","282.3"
"AndamanandNicobarIslands","Nicobar","2008","July","214.3"
"AndamanandNicobarIslands","Nicobar","2008","August","302.6"
"AndamanandNicobarIslands","Nicobar","2008","September","96.40000000000001"
"AndamanandNicobarIslands","Nicobar","2008","October","252.3"
"AndamanandNicobarIslands","Nicobar","2008","November","404.1"
"AndamanandNicobarIslands","Nicobar","2008","December","161.3"
"AndamanandNicobarIslands","Nicobar","2009","January","67.90000000000001"
"AndamanandNicobarIslands","Nicobar","2009","February","27.9"
"AndamanandNicobarIslands","Nicobar","2009","March","86.59999999999999"
"AndamanandNicobarIslands","Nicobar","2009","April","161.1"
"AndamanandNicobarIslands","Nicobar","2009","May","465.2"
"AndamanandNicobarIslands","Nicobar","2009","June","139"
"AndamanandNicobarIslands","Nicobar","2009","July","152.7"
"AndamanandNicobarIslands","Nicobar","2009","August","169.1"
"AndamanandNicobarIslands","Nicobar","2009","September","164.9"
"AndamanandNicobarIslands","Nicobar","2009","October","122.6"
"AndamanandNicobarIslands","Nicobar","2009","November","138.4"
"AndamanandNicobarIslands","Nicobar","2009","December","142"
"AndamanandNicobarIslands","Nicobar","2010","January","79.8"
"AndamanandNicobarIslands","Nicobar","2010","February","26"
"AndamanandNicobarIslands","Nicobar","2010","March","1.7"
"AndamanandNicobarIslands","Nicobar","2010","April","28.3"
"AndamanandNicobarIslands","Nicobar","2010","May","232.5"
"AndamanandNicobarIslands","Nicobar","2010","June","502"
"AndamanandNicobarIslands","Nicobar","2010","July","442.9"
"AndamanandNicobarIslands","Nicobar","2010","August","318.9"
"AndamanandNicobarIslands","Nicobar","2010","September","234.8"
"AndamanandNicobarIslands","Nicobar","2010","October","249.1"
"AndamanandNicobarIslands","Nicobar","2010","November","583.2"
"AndamanandNicobarIslands","Nicobar","2010","December","355.7"
"AndhraPradesh","Khammam","2009","January","0"
"AndhraPradesh","Khammam","2009","February","0"
"AndhraPradesh","Khammam","2009","March","10.1"
"AndhraPradesh","Khammam","2009","April","2.8"
"AndhraPradesh","Khammam","2009","May","68.3"
"AndhraPradesh","Khammam","2009","June","36.4"
"AndhraPradesh","Khammam","2009","July","185.2"
"AndhraPradesh","Khammam","2009","August","172.1"
"AndhraPradesh","Khammam","2009","September","144.2"
"AndhraPradesh","Khammam","2009","October","81.40000000000001"
"AndhraPradesh","Khammam","2009","November","33.6"
"AndhraPradesh","Khammam","2009","December","0"
"AndhraPradesh","Khammam","2010","January","29.5"
"AndhraPradesh","Khammam","2010","February","4.7"
"AndhraPradesh","Khammam","2010","March","2.2"
"AndhraPradesh","Khammam","2010","April","23.8"
"AndhraPradesh","Khammam","2010","May","134.2"
"AndhraPradesh","Khammam","2010","June","153.6"
"AndhraPradesh","Khammam","2010","July","615"
"AndhraPradesh","Khammam","2010","August","304.6"
"AndhraPradesh","Khammam","2010","September","303.6"
"AndhraPradesh","Khammam","2010","October","120"
"AndhraPradesh","Khammam","2010","November","67.5"
"AndhraPradesh","Khammam","2010","December","45"
"AndhraPradesh","Krishna","2009","January","0"
"AndhraPradesh","Krishna","2009","February","0"
"AndhraPradesh","Krishna","2009","March","0.8"
"AndhraPradesh","Krishna","2009","April","0"
"AndhraPradesh","Krishna","2009","May","105.1"
"AndhraPradesh","Krishna","2009","June","36.1"
"AndhraPradesh","Krishna","2009","July","87.2"
"AndhraPradesh","Krishna","2009","August","175.7"
"AndhraPradesh","Krishna","2009","September","154.8"
"AndhraPradesh","Krishna","2009","October","75.59999999999999"
"AndhraPradesh","Krishna","2009","November","99.09999999999999"
"AndhraPradesh","Krishna","2009","December","1.7"
"AndhraPradesh","Krishna","2010","January","16.6"
"AndhraPradesh","Krishna","2010","February","0"
"AndhraPradesh","Krishna","2010","March","0"
"AndhraPradesh","Krishna","2010","April","20.1"
"AndhraPradesh","Krishna","2010","May","202.3"
"AndhraPradesh","Krishna","2010","June","131.7"
"AndhraPradesh","Krishna","2010","July","373.1"
"AndhraPradesh","Krishna","2010","August","296.2"
"AndhraPradesh","Krishna","2010","September","318.1"
"AndhraPradesh","Krishna","2010","October","201.8"
"AndhraPradesh","Krishna","2010","November","152.8"
"AndhraPradesh","Krishna","2010","December","92.5"
"AndhraPradesh","Kurnool","2009","January","0.1"
"AndhraPradesh","Kurnool","2009","February","0"
"AndhraPradesh","Kurnool","2009","March","12.8"
"AndhraPradesh","Kurnool","2009","April","0"
"AndhraPradesh","Kurnool","2009","May","67.5"
"AndhraPradesh","Kurnool","2009","June","88.59999999999999"
"AndhraPradesh","Kurnool","2009","July","24.7"
"AndhraPradesh","Kurnool","2009","August","88.5"
"AndhraPradesh","Kurnool","2009","September","227.3"
"AndhraPradesh","Kurnool","2009","October","197.2"
"AndhraPradesh","Kurnool","2009","November","57.8"
"AndhraPradesh","Kurnool","2009","December","3.4"
"AndhraPradesh","Kurnool","2010","January","4.1"
"AndhraPradesh","Kurnool","2010","February","0"
"AndhraPradesh","Kurnool","2010","March","0"
"AndhraPradesh","Kurnool","2010","April","18.8"
"AndhraPradesh","Kurnool","2010","May","41.4"
"AndhraPradesh","Kurnool","2010","June","91.7"
"AndhraPradesh","Kurnool","2010","July","194"
"AndhraPradesh","Kurnool","2010","August","208.5"
"AndhraPradesh","Kurnool","2010","September","124.5"
"AndhraPradesh","Kurnool","2010","October","80.59999999999999"
"AndhraPradesh","Kurnool","2010","November","48.2"
"AndhraPradesh","Kurnool","2010","December","11.4"
"AndhraPradesh","Medak","2009","January","0"
"AndhraPradesh","Medak","2009","February","0"
"AndhraPradesh","Medak","2009","March","0"
"AndhraPradesh","Medak","2009","April","6.6"
"AndhraPradesh","Medak","2009","May","21"
"AndhraPradesh","Medak","2009","June","52.3"
"AndhraPradesh","Medak","2009","July","64.3"
"AndhraPradesh","Medak","2009","August","157.6"
"AndhraPradesh","Medak","2009","September","142.7"
"AndhraPradesh","Medak","2009","October","41.2"
"AndhraPradesh","Medak","2009","November","13.8"
"AndhraPradesh","Medak","2009","December","4.6"
"AndhraPradesh","Medak","2010","January","9.699999999999999"
"AndhraPradesh","Medak","2010","February","13.5"
"AndhraPradesh","Medak","2010","March","0"
"AndhraPradesh","Medak","2010","April","5.5"
"AndhraPradesh","Medak","2010","May","5.3"
"AndhraPradesh","Medak","2010","June","83.8"
"AndhraPradesh","Medak","2010","July","337"
"AndhraPradesh","Medak","2010","August","269.9"
"AndhraPradesh","Medak","2010","September","199.6"
"AndhraPradesh","Medak","2010","October","95.2"
"AndhraPradesh","Medak","2010","November","18.3"
"AndhraPradesh","Medak","2010","December","0.6000000000000001"
"AndhraPradesh","Nellore","2009","January","0.1"
"AndhraPradesh","Nellore","2009","February","0"
"AndhraPradesh","Nellore","2009","March","0.1"
"AndhraPradesh","Nellore","2009","April","0"
"AndhraPradesh","Nellore","2009","May","28.5"
"AndhraPradesh","Nellore","2009","June","33.2"
"AndhraPradesh","Nellore","2009","July","40.3"
"AndhraPradesh","Nellore","2009","August","111.6"
"AndhraPradesh","Nellore","2009","September","66.90000000000001"
"AndhraPradesh","Nellore","2009","October","49.6"
"AndhraPradesh","Nellore","2009","November","465.7"
"AndhraPradesh","Nellore","2009","December","109.6"
"AndhraPradesh","Nellore","2010","January","4.9"
"AndhraPradesh","Nellore","2010","February","0"
"AndhraPradesh","Nellore","2010","March","0"
"AndhraPradesh","Nellore","2010","April","17.8"
"AndhraPradesh","Nellore","2010","May","108.3"
"AndhraPradesh","Nellore","2010","June","112.5"
"AndhraPradesh","Nellore","2010","July","116.3"
"AndhraPradesh","Nellore","2010","August","203.7"
"AndhraPradesh","Nellore","2010","September","109.4"
"AndhraPradesh","Nellore","2010","October","244.7"
"AndhraPradesh","Nellore","2010","November","343.9"
"AndhraPradesh","Nellore","2010","December","154.7"
"AndhraPradesh","Nizamabad","2009","January","0"
"AndhraPradesh","Nizamabad","2009","February","0"
"AndhraPradesh","Nizamabad","2009","March","0.1"
"AndhraPradesh","Nizamabad","2009","April","9.9"
"AndhraPradesh","Nizamabad","2009","May","15.7"
"AndhraPradesh","Nizamabad","2009","June","78.7"
"AndhraPradesh","Nizamabad","2009","July","173.9"
"AndhraPradesh","Nizamabad","2009","August","188.3"
"AndhraPradesh","Nizamabad","2009","September","155.5"
"AndhraPradesh","Nizamabad","2009","October","48"
"AndhraPradesh","Nizamabad","2009","November","15.8"
"AndhraPradesh","Nizamabad","2009","December","3.8"
"AndhraPradesh","Nizamabad","2010","January","8.4"
"AndhraPradesh","Nizamabad","2010","February","30.3"
"AndhraPradesh","Nizamabad","2010","March","0.9"
"AndhraPradesh","Nizamabad","2010","April","7.3"
"AndhraPradesh","Nizamabad","2010","May","0.5"
"AndhraPradesh","Nizamabad","2010","June","104.1"
"AndhraPradesh","Nizamabad","2010","July","299.2"
"AndhraPradesh","Nizamabad","2010","August","303.8"
"AndhraPradesh","Nizamabad","2010","September","245.4"
"AndhraPradesh","Nizamabad","2010","October","157.5"
"AndhraPradesh","Nizamabad","2010","November","34.9"
"AndhraPradesh","Nizamabad","2010","December","0.4"
"AndhraPradesh","Prakasam","2009","January","1.9"
"AndhraPradesh","Prakasam","2009","February","0"
"AndhraPradesh","Prakasam","2009","March","4.5"
"AndhraPradesh","Prakasam","2009","April","3.7"
"AndhraPradesh","Prakasam","2009","May","40.6"
"AndhraPradesh","Prakasam","2009","June","49.3"
"AndhraPradesh","Prakasam","2009","July","22.6"
"AndhraPradesh","Prakasam","2009","August","98.8"
"AndhraPradesh","Prakasam","2009","September","126.5"
"AndhraPradesh","Prakasam","2009","October","50.3"
"AndhraPradesh","Prakasam","2009","November","216.6"
"AndhraPradesh","Prakasam","2009","December","20.3"
"AndhraPradesh","Prakasam","2010","January","17.7"
"AndhraPradesh","Prakasam","2010","February","2"
"AndhraPradesh","Prakasam","2010","March","4.3"
"AndhraPradesh","Prakasam","2010","April","1"
"AndhraPradesh","Prakasam","2010","May","265.4"
"AndhraPradesh","Prakasam","2010","June","106.9"
"AndhraPradesh","Prakasam","2010","July","170.3"
"AndhraPradesh","Prakasam","2010","August","205.1"
"AndhraPradesh","Prakasam","2010","September","131.7"
"AndhraPradesh","Prakasam","2010","October","163.4"
"AndhraPradesh","Prakasam","2010","November","227.1"
"AndhraPradesh","Prakasam","2010","December","108.1"
"AndhraPradesh","Rangareddy","2009","January","0"
"AndhraPradesh","Rangareddy","2009","February","0"
"AndhraPradesh","Rangareddy","2009","March","3.3"
"AndhraPradesh","Rangareddy","2009","April","32.9"
"AndhraPradesh","Rangareddy","2009","May","20.2"
"AndhraPradesh","Rangareddy","2009","June","89.90000000000001"
"AndhraPradesh","Rangareddy","2009","July","67"
"AndhraPradesh","Rangareddy","2009","August","299.8"
"AndhraPradesh","Rangareddy","2009","September","151.5"
"AndhraPradesh","Rangareddy","2009","October","77.09999999999999"
"AndhraPradesh","Rangareddy","2009","November","34.7"
"AndhraPradesh","Rangareddy","2009","December","2.4"
"AndhraPradesh","Rangareddy","2010","January","9.6"
"AndhraPradesh","Rangareddy","2010","February","3.2"
"AndhraPradesh","Rangareddy","2010","March","0"
"AndhraPradesh","Rangareddy","2010","April","13.9"
"AndhraPradesh","Rangareddy","2010","May","21.2"
"AndhraPradesh","Rangareddy","2010","June","162.2"
"AndhraPradesh","Rangareddy","2010","July","272.4"
"AndhraPradesh","Rangareddy","2010","August","286.6"
"AndhraPradesh","Rangareddy","2010","September","205.4"
"AndhraPradesh","Rangareddy","2010","October","99.40000000000001"
"AndhraPradesh","Rangareddy","2010","November","31.7"
"AndhraPradesh","Rangareddy","2010","December","4.8"
"AndhraPradesh","Srikakulam","2009","January","0"
"AndhraPradesh","Srikakulam","2009","February","0"
"AndhraPradesh","Srikakulam","2009","March","10.2"
"AndhraPradesh","Srikakulam","2009","April","7.2"
"AndhraPradesh","Srikakulam","2009","May","26"
"AndhraPradesh","Srikakulam","2009","June","99.3"
"AndhraPradesh","Srikakulam","2009","July","215.9"
"AndhraPradesh","Srikakulam","2009","August","162.5"
"AndhraPradesh","Srikakulam","2009","September","145.4"
"AndhraPradesh","Srikakulam","2009","October","122.6"
"AndhraPradesh","Srikakulam","2009","November","85.2"
"AndhraPradesh","Srikakulam","2009","December","0"
"AndhraPradesh","Srikakulam","2010","January","0.4"
"AndhraPradesh","Srikakulam","2010","February","16.4"
"AndhraPradesh","Srikakulam","2010","March","17.5"
"AndhraPradesh","Srikakulam","2010","April","3.1"
"AndhraPradesh","Srikakulam","2010","May","172.7"
"AndhraPradesh","Srikakulam","2010","June","142.1"
"AndhraPradesh","Srikakulam","2010","July","236.8"
"AndhraPradesh","Srikakulam","2010","August","263"
"AndhraPradesh","Srikakulam","2010","September","207.9"
"AndhraPradesh","Srikakulam","2010","October","333"
"AndhraPradesh","Srikakulam","2010","November","178.6"
"AndhraPradesh","Srikakulam","2010","December","129"
"AndhraPradesh","Vishakhapatnam","2009","January","0"
"AndhraPradesh","Vishakhapatnam","2009","February","0"
"AndhraPradesh","Vishakhapatnam","2009","March","6.3"
"AndhraPradesh","Vishakhapatnam","2009","April","6.6"
"AndhraPradesh","Vishakhapatnam","2009","May","24.3"
"AndhraPradesh","Vishakhapatnam","2009","June","94.90000000000001"
"AndhraPradesh","Vishakhapatnam","2009","July","132.7"
"AndhraPradesh","Vishakhapatnam","2009","August","92"
"AndhraPradesh","Vishakhapatnam","2009","September","171.6"
"AndhraPradesh","Vishakhapatnam","2009","October","116.9"
"AndhraPradesh","Vishakhapatnam","2009","November","89"
"AndhraPradesh","Vishakhapatnam","2009","December","0"
"AndhraPradesh","Vishakhapatnam","2010","January","13.6"
"AndhraPradesh","Vishakhapatnam","2010","February","0.1"
"AndhraPradesh","Vishakhapatnam","2010","March","2.1"
"AndhraPradesh","Vishakhapatnam","2010","April","27.5"
"AndhraPradesh","Vishakhapatnam","2010","May","173.1"
"AndhraPradesh","Vishakhapatnam","2010","June","156.3"
"AndhraPradesh","Vishakhapatnam","2010","July","321"
"AndhraPradesh","Vishakhapatnam","2010","August","167"
"AndhraPradesh","Vishakhapatnam","2010","September","188"
"AndhraPradesh","Vishakhapatnam","2010","October","203.5"
"AndhraPradesh","Vishakhapatnam","2010","November","287.4"
"AndhraPradesh","Vishakhapatnam","2010","December","163"
"AndhraPradesh","Vizianagaram","2009","January","0"
"AndhraPradesh","Vizianagaram","2009","February","0"
"AndhraPradesh","Vizianagaram","2009","March","13.3"
"AndhraPradesh","Vizianagaram","2009","April","11.3"
"AndhraPradesh","Vizianagaram","2009","May","50.5"
"AndhraPradesh","Vizianagaram","2009","June","145.1"
"AndhraPradesh","Vizianagaram","2009","July","182.1"
"AndhraPradesh","Vizianagaram","2009","August","242.9"
"AndhraPradesh","Vizianagaram","2009","September","144.2"
"AndhraPradesh","Vizianagaram","2009","October","125"
"AndhraPradesh","Vizianagaram","2009","November","118"
"AndhraPradesh","Vizianagaram","2009","December","0"
"AndhraPradesh","Vizianagaram","2010","January","46.2"
"AndhraPradesh","Vizianagaram","2010","February","9.6"
"AndhraPradesh","Vizianagaram","2010","March","14.8"
"AndhraPradesh","Vizianagaram","2010","April","5.5"
"AndhraPradesh","Vizianagaram","2010","May","128.9"
"AndhraPradesh","Vizianagaram","2010","June","179.9"
"AndhraPradesh","Vizianagaram","2010","July","293"
"AndhraPradesh","Vizianagaram","2010","August","234"
"AndhraPradesh","Vizianagaram","2010","September","245.9"
"AndhraPradesh","Vizianagaram","2010","October","189.6"
"AndhraPradesh","Vizianagaram","2010","November","167.1"
"AndhraPradesh","Vizianagaram","2010","December","133.4"
"AndhraPradesh","Warangal","2009","January","0"
"AndhraPradesh","Warangal","2009","February","0"
"AndhraPradesh","Warangal","2009","March","0"
"AndhraPradesh","Warangal","2009","April","0.9"
"AndhraPradesh","Warangal","2009","May","22"
"AndhraPradesh","Warangal","2009","June","50.6"
"AndhraPradesh","Warangal","2009","July","123.7"
"AndhraPradesh","Warangal","2009","August","149.2"
"AndhraPradesh","Warangal","2009","September","180.4"
"AndhraPradesh","Warangal","2009","October","81.09999999999999"
"AndhraPradesh","Warangal","2009","November","46.9"
"AndhraPradesh","Warangal","2009","December","0.4"
"AndhraPradesh","Warangal","2010","January","7.8"
"AndhraPradesh","Warangal","2010","February","5.7"
"AndhraPradesh","Warangal","2010","March","0"
"AndhraPradesh","Warangal","2010","April","0"
"AndhraPradesh","Warangal","2010","May","56.2"
"AndhraPradesh","Warangal","2010","June","119.5"
"AndhraPradesh","Warangal","2010","July","499.3"
"AndhraPradesh","Warangal","2010","August","223.7"
"AndhraPradesh","Warangal","2010","September","280.3"
"AndhraPradesh","Warangal","2010","October","99.7"
"AndhraPradesh","Warangal","2010","November","39.2"
"AndhraPradesh","Warangal","2010","December","21.9"
"AndhraPradesh","WestGodavari","2009","January","0"
"AndhraPradesh","WestGodavari","2009","February","0"
"AndhraPradesh","WestGodavari","2009","March","1"
"AndhraPradesh","WestGodavari","2009","April","0"
"AndhraPradesh","WestGodavari","2009","May","53.3"
"AndhraPradesh","WestGodavari","2009","June","23.9"
"AndhraPradesh","WestGodavari","2009","July","157.9"
"AndhraPradesh","WestGodavari","2009","August","135.8"
"AndhraPradesh","WestGodavari","2009","September","197.9"
"AndhraPradesh","WestGodavari","2009","October","51.5"
"AndhraPradesh","WestGodavari","2009","November","131.2"
"AndhraPradesh","WestGodavari","2009","December","0.6000000000000001"
"AndhraPradesh","WestGodavari","2010","January","38.3"
"AndhraPradesh","WestGodavari","2010","February","0"
"AndhraPradesh","WestGodavari","2010","March","0"
"AndhraPradesh","WestGodavari","2010","April","35.7"
"AndhraPradesh","WestGodavari","2010","May","170.1"
"AndhraPradesh","WestGodavari","2010","June","177.1"
"AndhraPradesh","WestGodavari","2010","July","373.6"
"AndhraPradesh","WestGodavari","2010","August","316.9"
"AndhraPradesh","WestGodavari","2010","September","266.4"
"AndhraPradesh","WestGodavari","2010","October","206.2"
"AndhraPradesh","WestGodavari","2010","November","203"
"AndhraPradesh","WestGodavari","2010","December","113.4"
"AndhraPradesh","Adilabad","2004","January","3.1"
"AndhraPradesh","Adilabad","2004","February","3.7"
"AndhraPradesh","Adilabad","2004","March","6.4"
"AndhraPradesh","Adilabad","2004","April","0"
"AndhraPradesh","Adilabad","2004","May","26.1"
"AndhraPradesh","Adilabad","2004","June","70.40000000000001"
"AndhraPradesh","Adilabad","2004","July","262.6"
"AndhraPradesh","Adilabad","2004","August","124.4"
"AndhraPradesh","Adilabad","2004","September","126.2"
"AndhraPradesh","Adilabad","2004","October","44.2"
"AndhraPradesh","Adilabad","2004","November","0"
"AndhraPradesh","Adilabad","2004","December","0"
"AndhraPradesh","Adilabad","2005","January","91.8"
"AndhraPradesh","Adilabad","2005","February","0.6000000000000001"
"AndhraPradesh","Adilabad","2005","March","15.3"
"AndhraPradesh","Adilabad","2005","April","15.5"
"AndhraPradesh","Adilabad","2005","May","0"
"AndhraPradesh","Adilabad","2005","June","152.1"
"AndhraPradesh","Adilabad","2005","July","655.6"
"AndhraPradesh","Adilabad","2005","August","136.4"
"AndhraPradesh","Adilabad","2005","September","218.4"
"AndhraPradesh","Adilabad","2005","October","150.8"
"AndhraPradesh","Adilabad","2005","November","0"
"AndhraPradesh","Adilabad","2005","December","0"
"AndhraPradesh","Adilabad","2006","January","0"
"AndhraPradesh","Adilabad","2006","February","0"
"AndhraPradesh","Adilabad","2006","March","19.9"
"AndhraPradesh","Adilabad","2006","April","23.3"
"AndhraPradesh","Adilabad","2006","May","65"
"AndhraPradesh","Adilabad","2006","June","93.5"
"AndhraPradesh","Adilabad","2006","July","261.8"
"AndhraPradesh","Adilabad","2006","August","363.6"
"AndhraPradesh","Adilabad","2006","September","336"
"AndhraPradesh","Adilabad","2006","October","35.3"
"AndhraPradesh","Adilabad","2006","November","34.3"
"AndhraPradesh","Adilabad","2006","December","0"
"AndhraPradesh","Adilabad","2007","January","0"
